6904000	642,10056,11849,9111,26280,26546,5267,11319
5491500	9472,20803,25989,7089,14265,25212,15390
5655250	14048,11396,9131,23669,3702,9340,15645
1561250	21511,8495,24307,14261,7096,22973,989
1074750	11904,21865,12747,14580,10171,22556,12285
5264500	2822,1642,4172,8625,26420,12220,5470
11613500	20449,28641,19881,10151,5655,7868,3390
10756500	6656,7522,15269,17706,26771,26972,14942
5034000	7465,3723,3698,23223,10584,28347,12316
1971500	8316,11000,3151,25329,7096,7004,7230
8435250	11080,21067,9549,16110,14261,23896,16540
1118250	26665,3626,24306,7061,8278,18967,18712,10970,7070
5780000	21979,25510,2291,22313,26523,10702,26160,15315,11022,5814,5912,4411,17214,7071
11225500	10176,24869,25960,23342,16463,8628,4731,13020,2655
6257000	14795,11849,23563,23628,21071,16540,12285
4631250	20896,5184,12737,29099,27052,29269,7868
12016750	15584,15784,27437,28653,18741,3647,5661,7061
6233750	3776,3458,18180,3051,10584,10948,4220,10014
3211250	6148,17706,12431,27155,27443,11076,239
6998500	29547,19973,201,3627,11983,8689,19416
11158000	12076,21930,28876,239,6738,26422,7868
8617500	4571,19973,27625,2669,28270,11280,26619
5654000	17926,4775,5896,16939,4300,528,23861,4571
1459750	20228,25830,16550,554,21393,21110,12220
10619000	18690,6918,12647,29547,23793,7572,28985
3588500	23779,4644,23782,1831,7432,18712,27251,21336,8637
11352000	12352,6163,8010,15502,15155,7096,7868
1966250	25260,16110,6672,2257,7186,3228,3678
8628250	28481,14153,26288,20979,8630,29465,15390
11612500	12996,17641,28728,18741,5848,18075,21919
8573000	6158,28049,2323,19828,16110,6328,17372
2103250	25219,22280,12394,11022,7567,28855,4220
7367000	15686,18730,11083,11888,7061,21975,21336,17945,155
6523250	7105,17060,11685,11196,14020,4411,16540
12215000	12352,15639,6672,9363,18743,7868,8637,14942
7218000	11201,18630,22317,21936,2421,7096,24669
10578000	12736,20896,13778,18227,14073,26523,29213
11129250	9829,11687,11280,14577,14580,949,16409
1104500	14294,21110,2257,18678,22583,22393,11196
1629250	9120,24196,18024,29099,21392,19891,24601
2078000	4644,7622,17449,14446,14902,6839,24669
2316250	26288,26546,23475,20694,28535,9688,9657
8163500	24608,27458,15022,2257,18868,9502,23103
7687500	14498,16453,3174,619,12364,6737,12182
200250	12352,5856,25570,1831,9620,12052,17556
7588000	7105,25839,28653,18575,10329,28975,17470
9720000	29442,21092,13830,2771,19894,26871,16315
42000	11687,23656,13390,5557,29528,11578,8890
12065000	24196,12453,14120,6154,6480,10999,3228
1727500	2787,7812,27334,4452,9563,3228,28669
5846250	23115,4750,17747,14766,18200,19993,15805
8149250	26464,12162,5011,10933,14294,215,11196
10592750	13093,646,25488,8689,28794,3804,15934
7699500	23928,14182,9802,26127,11793,5848,1546
5865750	11652,3228,4238,28177,29331,28937,10268
11632250	24196,15773,4819,25022,12220,15389,1758
4475750	20551,18024,19113,3719,20536,2227,13592
7269250	20578,26180,2729,27791,24571,10895,23295
5078750	8483,25669,554,23628,13592,7260,62,23071
