6904000	9111,4758,4443
5491500	25212,9472,15390,14265,21092,26288,20803,7089,25989,18741
5655250	23669,9131,3702,14048,15645,7105,14643,2683,9567,22393
1561250	24307,989,21511,7096,8495,14261,22973,17706
1074750	12747,10171,11904,12285,14580,22556,21865,12220,15138
5264500	4172,8625,2822,27407,12647,5995,12924,681,27977,5736
11613500	3625,15904,19680,28997
10756500	14942,26972
5034000	7465,3698,10584,4693,14400,6062,28410,22499,14415,8359
1971500	25329,7096,3151,7230,7004,8316,14415,27791,14065,26860
8435250	14261,16540,21067,23896,11080,16110,21110,24314,10368,22327
1118250	24306,26665,8278,7070,18712,10970,3626,19096,6672
5780000	5814,11022,15315,17214,2291,26523,7071,14917,8842,15534
11225500	25960,16463,13020,4731,23342
6257000	23628,23563
4631250	20896,29099,10480,24385,6431,21975
12016750	28653,18741,15784,15584,27437,5661,12078,3647
6233750	18180,4220,3458
3211250	17706,11076,12431,6148,27155,27443,239
6998500	19416,201,11670,911,8792,15884,1613,21916
11158000	21930,239,7868,28876,6738,12076,26422,360
8617500	28270,27625,26619,11280
5654000	5896,4300,17926,23861,528,4571
1459750	25830
10619000	12647,3390,22547
3588500	21336,18712,4644,7432,8637,27251,11229,27998,2513,21565
11352000	7096,12352,22533
1966250	25260,3228,7186,3678,2257,12329,16738
8628250	8630,28481,29465,15390,20979,26288,5848,14153,12886,3627
11612500	5848,18075,18741,15734,17747,29505,4411,20875,23013
8573000	28049,6158,19828,2323,6328,17372,20180,10176
2103250	7567,12394,22280,4220,25219,11022,28855,24341,24325,7822
7367000	15686,21336,7061,11083,17945
6523250	17959,4845,16825
12215000	6672,8637,9363,14942,28266,3069,9838,16110,12924,6734
7218000	11201,22317,21936,18630,7096,24669,2421,10702,6951,7230
10578000	12736,20896,29213
11129250	949,16409,9829,11280,19702,29072,21067,9236,26763,26737
1104500	18678,14294,13686,24306,7955,14261,4571,28911,4339,4664
1629250	18024,19891,24196,24601,21392,29099,9120,21758
2078000	17449,14902,6839,14446,4644,7622,24669,27791,17752
2316250	9657,26288,9688,28535,26546,20694
8163500	18868,12824,414,8998,22715,9669,6104,2027,23936,21877
7687500	14498,12364,619,3174,6737,16453,12182,13853,7868,8173
200250	9620,12352,5856,25570
7588000	28653,28975,10329,17470,7105,25839,18575
9720000	29442,2771,13830,22313,13911
42000	11578,8890,13390,27659,19913,6363,22358,13472,11499,23748
1727500	4452,7812
5846250	18200,23982
8149250	11196,215,12162,12705,11790,17732,11963,13771,15065,3438
10592750	646,15934,13093,3804,25488,911
7699500	14182,9802,11793,5848,26127,1546,23698,8173,11679,3979
5865750	3228,10268,28177,4238,29331,11652,14943,19891,647,23662
11632250	25022,4819,6021,18795
4475750	3719,13592,20536,20551,18024,2227,19113,1803,24944,25651
7269250	20578,24571
5078750	25669,62,13592,8483,23628,7260,23071,14596,25329
10598500	11776,7105
8072250	6098,749,526
5959000	14153,27791,4078,62,2515,1583,23321,27448,21336,15222
4658500	27625,17453,25917,21838,11330,25960,12606,15838,23233,3438
5170500	17581,14020,19973,18805,21672
8111500	12790,11018,527,23878,454,11080,2835,12557,7004
1617250	18002,7061,19405,27791,23284,21919
1661750	1731,22342,2729,3324,9802,3151,14020,679,15315,14942
6247250	15814,8171,25618,22736,16918,28626,18832,2771,16663,21975
9906500	23656,28411,8689,12394,26298,155,9525,251,22547
8216750	24281,1962,26288,4807,7868
11111500	12379,4216
5915250	15138
12154500	9549,9471,15086,17214,13226,7611,13020,2257,24978,6880
10063000	10893,14930
5279750	2368,25366,18748,7081,911,26716,14074,20521,29260,19661
6683750	29551,17945,10169,5267,3228,22889,11029,8815,23706
1338750	845,12586,6571,6908,13410,15252,20551
5769750	2455,16116,4440,26614,143,18731,16818
2733500	19824,13272
2253250	437,527,14020,7389,22604,22583,14580,24932,5652,7025
2920750	23407,22359,12285,13757,8669,14119,22400,15946,16302,23538
11503250	504,10555,20343,19514
8096750	24887,21672,22077,23628,28641,3228,8769,26288,10908,29547
7892000	10928,16913,911,1530,29225,5267,22359,25570,10165,7624
7785250	11790
