6904000	9111,5267,10056,11319,11849
5491500	25212,9472,15390,25989,7089,20803,14265,21092,26288,20620
5655250	15645,14048,23669,3702,9131,11396,9340,4338,13853,20047
1561250	24307,989,21511,7096,8495,14261,22973,12352
1074750	12747,10171,11904,12285,12220,21865,14580,22556,27092
5264500	4172,8625,12220,5470,27625,26420,1642,16550,14533,8662
11613500	7868,5655,20449,28641,10151
10756500	14942,26972,6656,17706,26771
5034000	7465,10584,23223,3723,16550,12316,10329,28347,7868,27151
1971500	25329,7096,3151,7230,11000,7004,8316,21715,7469,14917
8435250	14261,16540,21067,16110,11080,23896,9549,22393,11196,24869
1118250	24306,26665,8278,7070,18712,10970,3626,19096,6672
5780000	5814,11022,15315,17214,2291,26523,7071,14917,8842,15534
11225500	23342,4731,13020,25960,16463
6257000	23628,23563,16540,11849,21071
4631250	20896,29099,7868,27052,5184,29269
12016750	28653,18741,15784,15584,27437,5661,12078,3647
6233750	18180,4220,3458,10584,3051
3211250	17706,11076,12431,6148,27155,27443,239
6998500	201,19416,3627,29547,19973,8689,11687,11983
11158000	21930,239,7868,28876,6738,12076,26422,360
8617500	28270,27625,11280,26619,4571
5654000	5896,4300,17926,23861,528,4571
1459750	25830,16550,21110,12220,21393
10619000	12647,4949,23793,6918,29547
3588500	21336,18712,4644,7432,27251,8637,1831,23284,12329,27791
11352000	7096,15155,6163,11080,8010
1966250	3228,25260,7186,2257,16110,18730,6672
8628250	20979,8630,28481,29465,15390,25260,26288,10879,1591,9829
11612500	5848,18075,18741,28728,17641,21919,16463,12996,4750
8573000	6158,28049,19828,2323,16110,21110,28391,28463
2103250	7567,12394,22280,4220,25219,11022,28855,24341,24325,7822
7367000	15686,21336,7061,11083,17945
6523250	11196,17060,14020,7105,11685
12215000	6672,8637,14942,9363,12352,7868,15639,4939,7090,3164
7218000	11201,22317,21936,18630,7096,24669,2421,10702,6951,12220
10578000	12736,20896,29213,26523,14073
11129250	949,14580,14577,11687,7868,29265,23251,23214,10151,17920
1104500	14294,18678,21110,22393,22583,11196,2257,12220,12394,26722
1629250	18024,19891,24196,24601,21392,29099,9120,28937
2078000	17449,14902,6839,14446,4644,7622,24669,27791,17752
2316250	9657,26288,9688,28535,26546,20694
8163500	18868,15022,23103,24608,2257,27458,9502,3252,21092,9252
7687500	14498,12364,619,3174,6737,16453,12182,5369,13853,7868
200250	12352,9620,5856,25570,12052
7588000	28653,28975,10329,17470,7105,18575,12078
9720000	29442,2771,13830,26871,16315
42000	11578,8890,13390,29528,23656,28180,11687,28481,5557,4254
12065000	12453,6154,3228,6480,10999
1727500	4452,7812,9563,28669,3228
5846250	18200,19993,4750,17747,15805
8149250	11196,215,12162,14294,7868,26464,18075,18805,10933,5011
10592750	646,15934,13093,3804,25488,23798
7699500	11793,14182,9802,23928,5848,26127,13592,1546,23698,8173
5865750	3228,10268,11652,28177,29331,4238,28937,3145,26297,28616
11632250	25022,4819,24196,11330,15389
4475750	3719,13592,20536,20551,18024,2227,19113,1803,24944,25651
7269250	20578,24571,23295,2729,27791
5078750	25669,62,13592,8483,23628,7260,23071,14596,25329
10598500	11776,7105,155,9563,24385
8072250	6098,526,14894,12977,19036
5959000	14153,27791,4078,6672,26722,11328,2683,6571,8689,12352
4658500	27625,25917,17453,21838,11330,25960,12606,17455,1670,2410
5170500	17581,14020,21672,18805,19973
8111500	12790,11018,454,527,23878,2257,22393,6148,11080
1617250	18002,2217,7061,19405,27791,23284
1661750	1731,22342,2729,3324,9802,3151,14020,679,15315,11080
6247250	15814,8171,25618,19615,28626,22680,22736,11670,21334,18874
9906500	23656,28411,8689,12394,26298,155,11328,21110,21336
8216750	24281,12285,14065,9369,2963
11111500	12379,4216,25142,25372,22029
5915250	15138,7360,21110,26785,14242
12154500	9549,9471,15086,17214,13226,7611,5470,7105,4949,28621
10063000	10893,14930,21110,22889,20207
5279750	2368,25211,29269,15192,10151,14525,5957,22313,27435,27199
6683750	5267,29551,17945,10169,24562,14818,24977,4731,14119
1338750	845,12586,6571,993,13450,12410,9629
5769750	2455,16116,4440,26614,143,18731,16818
2733500	19824,13272,6714,25260,6148
2253250	437,527,18730,23525,155,28189,11196,1591,16722,21067
2920750	22359,23407,12285,13757,8669,14119,22400,15946,27155,29490
11503250	504,21967,17260,8878,11745
8096750	24887,22077,23628,21672,28641,23896,16722,3553,21110,14144
7892000	10928,1530,911,16913,9340,14194,5267,17647,934,3559
7785250	11790,12132,23928,21657,19962
4922750	2669,20701,18489,18013,25733,7263,18465
4850000	11605,4731,12512,614,1428,19980,4794
3952000	25917,19837,9111,13998,4479,29099,21844,4648,28631,6864
4852000	7038,29146,15584,282,12259,25352,20584,22359
11313000	11196,27406,17013,7456,21865,11018,3228,23143,23491,12977
12231250	24274,28149,27155,19539,6246,26973
1710500	14780,28065,7868,29547,12977,18730,3228,2729,679,29099
1244250	4324,27670,28183,19951,624
746000	155,21865,7613,3032,6571
5906250	13784,143,27791,20529,19217,17446
3293750	25193,26523,18075,7070,12758
3054250	9563,3151,14020,29203,5448
12142750	9834,14486,10760,2375,29099,26860,18571,3445,3536,15019
3520000	23928,14415,1700,24434,3999,7105,22126,12795,24984,16846
4606000	21110,8240,13070,15120,3228
10713250	617,11220,22633,3720,2655,26619
3781500	27161,15606,911,28117,241
2891500	8724,4949,3627,255,819
2752000	3032,12243,22179,19772,19405,5043,14074,14917,3313,5667
10521000	18612,6856,21315,17920,9472,10225,15761,25770,13779,9471
299750	24601,11080,21110,3510,7706,18024,28641,7868,10872,19416
4215750	23928,23656,1037,17356,26127,21085,7230,9878,9340,4125
9694750	15383,10914,911,21233,23656,9838,27791,8558,14025,16091
1086750	18977,1084,11080,9899,3536,28791,7184,26971,4949,15934
3625250	26614,5625,20549,18180,16085
4153000	21865,21883,9111,17921,5043
7797000	12754,6447,6571,24066,10745
854250	9881,22547,7868,14294,24601,12977,18805
7306250	28754,4691,22359,2249,24379,679,7868,17676,2655
2823250	2610,25329,9111,2410,15498
4770500	6988,10404,9165,4808,27191,18075,5797,20297,28975,24196
393250	22306,13093,4949,519,20154
6897000	7626,23223,18544,24177,4300,4052,2783,4162
5108000	15094,29203,29547,4254,22556,22359,4571,155,23628,27659
6807250	22393,7233,13394,8630,10646,5529,5712,25372,27791,15192
11579750	12688,8410,15217,11196,12132
5226250	15907,8689,6840,26416,16302,10726,24669,23223
3723750	12271,3406,14020,20846,1831
7002750	1481,5081,1831,2270,16540
341000	25840,17958,4003,23407,26722,679,13888,25676,2257,9290
10229250	8689,21593,18289,23774,24869,24541,22179
8216500	22552,14159,28481,25308,6148,22916,18712,25329,3746,3755
6301250	11543,574,8637,8226,12271,25917,14292,8689,14942
