6904000	9111,26280,4758,4443,11849
5491500	25212,9472,15390,14265,21092
5655250	23669,9131,3702,14048,15645
1561250	24307,989,21511,7096,8495
1074750	12747,10171,11904,12285,14580
5264500	4172,8625,5470,18075,14856
11613500	3625,15904,19680,28997,24178
10756500	14942,26972,6656,17706,26771
5034000	7465,4693,14400,6062,16550
1971500	25329,7096,3151,7230,7004
8435250	14261,16540,21067,23896,11080
1118250	24306,26665,8278,7070,18712
5780000	5814,11022,15315,17214,2291
11225500	23342,25960,16463,13020,4731
6257000	23628,23563,16540,11849,21071
4631250	20896,29099,10480,24385,13394
12016750	28653,18741,15784,15584,27437
6233750	18180,4220,3458,10584,3051
3211250	17706,11076,12431,6148,27155
6998500	19416,201,22943,11670,7354
11158000	21930,239,7868,28876,6738
8617500	28270,27625,26619,11280,4571
5654000	5896,4300,17926,23861,528
1459750	25830,21110,7827,11007,8662
10619000	12647,3390,22547,8991,7976
3588500	21336,18712,4644,7432,8637
11352000	7096,22533,7868,23793,11080
1966250	25260,3228,7186,19275,24848
8628250	8630,28481,29465,15390,20979
11612500	5848,18075,18741,4750,15734
8573000	28049,6158,19828,2323,20180
2103250	7567,12394,22280,4220,25219
7367000	15686,21336,7061,11083,17945
6523250	17060,4411,7105,16818,17959
12215000	6672,8637,9363,14942,3069
7218000	11201,22317,21936,18630,7096
10578000	12736,20896,29213,26523,14073
11129250	949,7868,19702,24172,29072
1104500	18678,14294,13686,24306,7868
1629250	18024,19891,24196,24601,21392
2078000	17449,14902,6839,14446,4644
2316250	9657,26288,9688,28535,26546
8163500	18868,22393,25260,5337,13375
7687500	14498,12364,619,3174,6737
200250	9620,12352,5856,25570,12052
7588000	28653,28975,17470,7105,10329
9720000	29442,2771,13830,14960,8816
42000	11578,8890,13390,27659,19913
12065000	12453,6154,3228,6480,10999
1727500	4452,7812,9563,28669,3228
5846250	18200,23982,4750,14919,21962
8149250	11196,215,12162,2898,18075
10592750	646,15934,13093,3804,25488
7699500	14182,9802,11793,5848,26127
5865750	3228,10268,4238,29331,28177
11632250	25022,4819,11330,1758,6021
4475750	3719,13592,20536,20551,18024
7269250	20578,24571,23295,2729,27791
5078750	25669,62,13592,8483,23628
10598500	11776,7105,155,9563,24385
8072250	6098,526,14894,12977,23143
5959000	14153,27791,4078,62,2515
4658500	27625,17453,25917,21838,11330
5170500	17581,14020,19973,18805,21672
8111500	12790,11018,527,23878,454
1617250	18002,7061,19405,27791,23284
1661750	1731,22342,2729,3324,9802
6247250	15814,8171,25618,1822,19149
9906500	23656,28411,8689,12394,26298
8216750	24281,1962,26288,4807,7868
11111500	12379,4216,9829,2257,17195
5915250	15138,7360,26785,14242,444
12154500	9549,9471,15086,17214,13226
10063000	10893,14930,21110,22889,21071
5279750	2368,25366,18748,7081,12758
6683750	29551,17945,10169,5267,3228
1338750	845,12586,6571,6908,20158
5769750	2455,16116,4440,26614,143
2733500	19824,13272,6148,6714,28410
2253250	437,527,14020,7389,21567
2920750	23407,22359,12285,13757,8669
11503250	504,10555,21967,20343,19514
8096750	24887,22077,23628,28641,21672
7892000	10928,16913,911,1530,22359
7785250	11790,19514,7071,23928,12295
4922750	2669,20701,18489,18013,1115
4850000	4731,614,12512,11605,20572
3952000	25917,19837,9111,13998,29099
4852000	7038,29146,18572,6839,4039
11313000	11196,27406,7456,17013,21865
12231250	24274,27155,28149,11080,7611
1710500	14780,28065,18805,9620,4775
1244250	4324,28183,19951,624,2764
746000	155,21865,7613,3032,6571
5906250	13784,143,27791,22179,1547
3293750	25193,26523,18075,7070,12758
3054250	9563,3151,14020,29203,5448
12142750	9834,16754,2655,18905,11604
3520000	23928,14415,1700,24434,3999
4606000	8911,13070,9499,25372,21110
10713250	617,11220,22633,14071,4578
3781500	27161,3941,18730,4125,25933
2891500	8724,3627,4949,255,819
2752000	3032,12243,22179,19772,19405
10521000	18612,6856,21315,17920,9472
299750	24601,11080,25402,7868,26788
4215750	23928,23656,1037,17356,26127
9694750	15383,13645,4060,19530,1397
1086750	18977,1084,15934,26722,1222
3625250	26614,5625,20549,18180,16085
4153000	21865,21883,9111,17921,5043
7797000	12754,6447,6571,9645,19458
854250	9881,15718,28641,12977,4300
7306250	28754,4691,22359,2249,18516
2823250	25329,2610,11745,9111,6288
4770500	6988,10404,9165,4808,18075
393250	22306,13093,519,20154,4949
6897000	7626,23223,18544,24177,19557
5108000	15094,29203,29547,4254,22556
6807250	22393,7233,13394,8630,10646
11579750	12688,8410,15217,679,2121
5226250	15907,8689,6840,26416,16302
3723750	12271,3406,14020,17771,14119
7002750	1481,5081,1037,20661,2270
341000	25840,26614,6880,23399,9912
10229250	8689,21593,18289,23774,24869
8216500	22552,14159,28481,25308,6148
6301250	11543,574,8637,8226,12271
8195000	21672,28410,8943,18024,5185
1792000	9301,20630,23214,16540,8792
2874500	7868,3047,28370,4172,16176
11601500	12853,6190,12220,11080,6299
892500	239,23403,10306,17446,18741
5261000	1591,11000,11410,24788,13592
10818500	5334,17855,1038,9030,28391
7034000	22887,17402,26829,27153,3850
3592750	14694,21815,20661,18712,5642
1046250	27791,10678,18196,6621,26146
2476250	21110,21326,12988,23779,23900
4852500	911,24541,16500,10151,11776
